,name,class
0,samples_fake_cond_BigGAN_silkcut_3551_.jpg,3
1,samples_fake_cond_BigGAN_silkcut_4914_.jpg,3
2,samples_fake_cond_BigGAN_silkcut_121_.jpg,3
3,dc354_silkcut_002_bottom_246.png,3
4,samples_fake_cond_BigGAN_broken_533_.jpg,2
5,new_dc354_discolored_000_bottom_068.png,1
6,samples_fake_cond_BigGAN_discolored_2369_.jpg,0
7,samples_fake_cond_BigGAN_discolored_1670_.jpg,0
8,samples_fake_cond_BigGAN_silkcut_3647_.jpg,3
9,samples_fake_cond_BigGAN_discolored_1860_.jpg,0
10,new_dc354_broken_001_top_101.png,2
11,samples_fake_cond_BigGAN_discolored_1428_.jpg,0
12,samples_fake_cond_BigGAN_discolored_1853_.jpg,0
13,new_dc354_silkcut_000_top_122.png,0
14,new_dc354_broken_001_top_205.png,2
15,new_dc317_broken_000_top_255.png,2
16,new_dc317_silkcut_001_bottom_022.png,1
17,dc354_discolored_006_top_042.png,2
18,dc354_silkcut_004_bottom_037.png,0
19,dc354_silkcut_004_top_125.png,2
20,dc354_broken_003_top_151.png,0
21,dc354_broken_003_bottom_222.png,3
22,new_dc317_broken_002_bottom_177.png,2
23,new_dc354_discolored_001_top_013.png,2
24,dc354_silkcut_004_top_068.png,3
25,new_dc354_discolored_001_top_236.png,2
26,samples_fake_cond_BigGAN_discolored_3346_.jpg,0
27,samples_fake_cond_BigGAN_silkcut_3232_.jpg,3
28,dc354_broken_004_top_164.png,1
29,samples_fake_cond_BigGAN_discolored_3708_.jpg,0
30,samples_fake_cond_BigGAN_silkcut_5144_.jpg,3
31,samples_fake_cond_BigGAN_discolored_130_.jpg,0
32,samples_fake_cond_BigGAN_silkcut_3884_.jpg,3
33,dc354_discolored_005_top_107.png,0
34,samples_fake_cond_BigGAN_silkcut_380_.jpg,3
35,dc354_broken_004_top_020.png,2
36,new_dc317_discolored_001_top_069.png,2
37,dc354_broken_004_bottom_039.png,2
38,dc354_discolored_001_top_161.png,1
39,samples_fake_cond_BigGAN_silkcut_3066_.jpg,3
40,samples_fake_cond_BigGAN_silkcut_4205_.jpg,3
41,new_dc317_broken_001_bottom_295.png,2
42,dc354_broken_000_top_088.png,2
43,dc354_discolored_001_top_227.png,1
44,dc354_silkcut_000_top_015.png,3
45,samples_fake_cond_BigGAN_silkcut_4182_.jpg,3
46,samples_fake_cond_BigGAN_discolored_2633_.jpg,0
47,new_dc317_broken_000_bottom_317.png,2
48,dc354_discolored_004_bottom_279.png,1
49,samples_fake_cond_BigGAN_silkcut_2886_.jpg,3
50,dc354_discolored_003_bottom_060.png,1
51,samples_fake_cond_BigGAN_discolored_1824_.jpg,0
52,dc354_broken_003_bottom_231.png,1
53,dc354_discolored_006_bottom_060.png,0
54,new_dc317_broken_001_top_270.png,2
55,new_dc317_discolored_002_bottom_046.png,1
56,new_dc317_silkcut_001_bottom_245.png,1
57,samples_fake_cond_BigGAN_discolored_318_.jpg,0
58,samples_fake_cond_BigGAN_silkcut_2261_.jpg,3
59,dc354_broken_002_top_168.png,2
60,samples_fake_cond_BigGAN_silkcut_2237_.jpg,3
61,samples_fake_cond_BigGAN_discolored_1516_.jpg,0
62,new_dc354_broken_000_bottom_081.png,1
